Elements	"B-tree v1"	"B-tree v2"	"Extensible Array"
1		0.000092	0.000107	0.000103
10		0.000151        0.000161        0.000162
10$^2$		0.000672        0.000600        0.000593
10$^3$		0.009567        0.008814        0.008627
10$^4$		0.132628        0.124264        0.119734
10$^5$		1.368683        1.322343        1.222480
10$^6$		14.320749       13.848114       12.652260
10$^7$		147.709368      144.302499      128.176889
10$^8$		1528.506856     1466.877283     1263.902655

